Year	StatType	Terms	Statistic	P-Value	Additional Info
2005	tost		48.87332058751407	1.0	
2006	ratio_of_ratios_FET_ratios_directly	hpv|human papillomavirus,herpes|herpes simplex|herpes simplex virus|HSV|HSV2|herpes simplex virus-2	33.30453538955823	0.0	Reporting FET on the AB hits and B totals. Probably CORRECT.
2006	ratio_of_ratios_zprop	hpv|human papillomavirus,herpes|herpes simplex|herpes simplex virus|HSV|HSV2|herpes simplex virus-2	87.73243206228545	0.0	Reporting on z test of proportions.
2006	windowed_ratio_of_rat_or_int	hpv|human papillomavirus,herpes|herpes simplex|herpes simplex virus|HSV|HSV2|herpes simplex virus-2	32.06735069718495	NOTSURE	Small number of window hits make p-value calculation difficult.
2006	ratio_of_fet_stats	hpv|human papillomavirus,herpes|herpes simplex|herpes simplex virus|HSV|HSV2|herpes simplex virus-2	52.301576611681014	0.01	Doing ratio based on FET STAT (not pvalue), reporting pval of 1 for overlap of CIs, pval of 0.01 for no overlap of CIs. CI1: 375.72541117369997-420.87040576313666    CI2: 6.445600372809825-8.968628187983283 NO OVERLAP of CIs ( NEED to add CIINFO for KM here.).  SIGNIFICANT at CI LEVEL:0.99
2006	ratio_of_pred_scores	hpv|human papillomavirus,herpes|herpes simplex|herpes simplex virus|HSV|HSV2|herpes simplex virus-2	4.286514045287558	NOT SURE YET!	Doing ratio based on pred scores, (not pvalue)
2006	chisq		6336.349183636027	0.0	
2006	tost		51.03540076349477	1.0	
2007	ratio_of_ratios_FET_ratios_directly	hpv|human papillomavirus,herpes|herpes simplex|herpes simplex virus|HSV|HSV2|herpes simplex virus-2	35.607715109558065	0.0	Reporting FET on the AB hits and B totals. Probably CORRECT.
2007	ratio_of_ratios_zprop	hpv|human papillomavirus,herpes|herpes simplex|herpes simplex virus|HSV|HSV2|herpes simplex virus-2	93.02685628733416	0.0	Reporting on z test of proportions.
